,sy2010sthdH,sy2010sthdHNC,sy2010sthdW,sy2011sthdH,sy2011sthdHNC,sy2011sthdW,sy2012sthdH,sy2012sthdHNC,sy2012sthdW,sy2013sthdH,sy2013sthdHNC,sy2013sthdW,sy2014sthdH,sy2014sthdHNC,sy2014sthdW,sy2015sthdH,sy2015sthdHNC,sy2015sthdW,sy2010chnkH,sy2010chnkHNC,sy2010chnkW,sy2011chnkH,sy2011chnkHNC,sy2011chnkW,sy2012chnkH,sy2012chnkHNC,sy2012chnkW,sy2013chnkH,sy2013chnkHNC,sy2013chnkW,sy2014chnkH,sy2014chnkHNC,sy2014chnkW,sy2015chnkH,sy2015chnkHNC,sy2015chnkW
2489,246134,33472,43777,143846,21793,42656,129748,10431,40141,77734,8675,22777,76424,6820,24910,110440,9698,45453,100265,7046,27373,101974,5780,26840,59024,4497,21251,45225,6355,19386,73787,10268,30618,98748,9915,23769
2490,248079,32943,42360,142021,22284,43992,130416,10258,39646,77693,8822,22671,75766,6777,25612,109590,9634,46367,99204,7316,28164,102385,5572,26637,58504,4218,22049,45299,6552,19115,74362,9807,30504,99187,10035,23209
2491,247162,33134,43085,142094,21482,44720,130996,10031,39294,77299,8988,22899,75379,7399,25376,110624,9513,45455,99357,6699,28628,101798,5503,27293,58174,4741,21856,45741,6055,19170,74949,9878,29846,99196,10223,23013
2492,247279,33757,42346,141526,22280,44491,131533,9990,38797,77769,8777,22639,76100,6717,25337,110338,9592,45662,99760,7018,27906,101806,5523,27265,58571,4401,21799,45362,6370,19234,73846,10767,30059,98859,10403,23170
2493,246597,33700,43085,141420,22544,44332,130785,10202,39333,76761,8463,23962,75399,7500,25255,111173,9241,45177,101131,7367,26186,101945,5333,27315,58222,4470,22079,45178,6361,19427,74060,10081,30533,98001,10797,23634
2494,246791,32752,43839,142691,21892,43713,131341,9949,39029,77421,8895,22870,75774,7192,25188,110102,9416,46073,99799,6718,28167,103412,5402,25781,58843,4835,21093,45601,6229,19136,74488,10221,29964,99413,9756,23263
2495,246698,34222,42462,141513,21409,45374,129926,10311,40084,77291,8559,23336,75074,7061,26019,110528,9683,45381,98248,7461,28975,102091,5586,26916,58396,4502,21874,45536,6087,19342,74117,10200,30356,98830,9936,23666
2496,247754,32651,42977,141518,22320,44458,130351,10305,39664,77307,8440,23438,76072,7292,24790,110485,9285,45822,99808,6562,28314,102268,5718,26608,59181,4571,21018,45028,6276,19662,73754,10182,30737,98707,9854,23871
2497,245537,33500,44345,142253,21968,44075,131231,10470,38619,77589,8762,22835,76044,6776,25334,111213,9517,44861,100106,6483,28095,102964,5128,26502,58439,4411,21921,44979,6510,19477,73598,10838,30237,99894,9486,23052
2498,248894,32697,41791,140133,22650,45513,130861,10204,39255,76502,8979,23705,75704,7202,25248,109392,9465,46734,99481,7119,28084,102489,5696,26408,58955,4455,21361,45248,6061,19657,73778,10459,30436,98982,10339,23111
2499,246800,33203,43379,143281,22592,42423,130404,9996,39920,76444,9242,23500,76113,6798,25243,111541,9361,44689,99976,7082,27626,102963,5241,26390,58727,4645,21399,45649,6052,19265,74068,10436,30168,99371,9569,23492
2500,247991,33304,42087,141269,22241,44786,131422,9882,39016,76497,8778,23911,76682,6792,24680,110910,9251,45430,98873,6860,28952,101529,5400,27664,58058,4726,21986,45517,6596,18853,74414,9895,30364,98393,10280,23759
2501,247217,33081,43083,141461,22722,44112,130790,9536,39994,77135,8457,23594,76802,7093,24259,109774,9165,46652,99794,7243,27647,103134,5418,26042,58629,4841,21301,45804,6218,18944,73784,10292,30597,99225,10003,23204
2502,246153,33640,43589,142921,21865,43510,131371,10059,38890,77056,8843,23288,75482,7458,25214,110151,9768,45671,100357,7432,26895,102376,5454,26763,58866,4376,21528,45470,6155,19341,75178,9520,29975,98916,10100,23415
2503,247020,33140,43221,141990,20762,45544,130935,9868,39517,77238,8787,23160,75950,6998,25206,110696,9633,45261,98565,7624,28495,102889,5258,26447,58233,4676,21862,45239,6408,19319,74013,10219,30441,99172,9979,23281
2504,247707,32677,42997,142703,21862,43730,130509,10543,39269,76752,9126,23307,75766,7187,25201,109815,10112,45665,98774,7519,28391,102143,5466,26984,58926,4379,21466,45952,5893,19121,73422,10464,30787,98581,10630,23221
2505,248063,33535,41784,141334,22540,44422,131097,10096,39126,76884,8826,23476,75989,6673,25492,110730,9621,45239,99479,6831,28374,102009,5869,26715,58752,4353,21666,45810,6223,18933,73355,10232,31086,98877,10226,23329
2506,247284,33475,42623,141571,21722,45003,131868,9924,38528,77099,8718,23369,75386,6712,26057,111411,9078,45102,99967,6831,27885,102098,5529,26966,58195,4605,21970,45157,6179,19630,73833,10214,30625,98579,10637,23216
2507,246729,33958,42695,142800,21808,43688,131241,10164,38914,77567,8456,23163,76531,6571,25052,110053,9321,46217,99859,6563,28262,102665,5304,26625,58574,4746,21450,44685,6344,19937,74407,9949,30318,98575,10058,23799
2508,248735,32977,41670,141167,22414,44715,131433,10071,38816,76730,8771,23684,75919,6668,25567,109932,9796,45863,99381,7297,28006,102260,5258,27076,58143,5014,21614,45607,6570,18790,73400,10516,30756,98668,10307,23457
2509,248234,32842,42306,142903,21538,43855,131540,10174,38606,77260,8687,23239,75865,6812,25477,108852,9949,46790,100192,6933,27559,102557,5307,26730,57903,4551,22317,45347,6204,19416,74009,10009,30655,99136,10664,22632
2510,248665,32697,42020,143321,22134,42841,130524,10011,39785,77637,8845,22705,75923,6884,25347,109974,9207,46410,100201,6759,27724,102056,5799,26739,58515,4482,21774,45015,6657,19294,74512,9959,30203,99333,10324,22775
2511,247863,32982,42538,142688,21953,43654,130296,10251,39773,77644,8686,22856,76099,6964,25091,110934,9176,45481,99495,6600,28589,102965,5362,26267,59108,4539,21124,45240,6300,19425,73933,10078,30661,99233,10020,23180
2512,247116,33665,42600,143611,21165,43519,130806,9744,39769,76985,8952,23250,76133,6647,25375,110164,9854,45573,101954,5992,26738,102756,5356,26483,58163,4556,22052,45387,6186,19393,73782,10309,30582,98686,9882,23864
2513,247833,33703,41846,142302,22043,43951,130192,10244,39884,77605,8666,22915,75686,6990,25478,109684,9844,46064,101042,6593,27049,102764,5319,26511,58937,4602,21232,45503,6434,19029,75007,9764,29902,99080,9669,23682
2514,248191,32812,42379,141679,21571,45046,130279,10480,39560,77632,8654,22899,76222,6859,25074,109554,9736,46301,99809,7694,27181,102299,5522,26773,58899,4365,21507,45426,6361,19180,74700,10320,29653,99399,9851,23181
2515,246619,34022,42741,141153,22031,45112,130982,9807,39530,77357,8699,23130,75332,7349,25474,110796,9225,45570,99722,7388,27573,102551,5889,26154,58261,4936,21574,45757,6355,18854,74606,10127,29940,99248,9969,23215
2516,247081,33026,43275,142305,21509,44482,130699,9955,39667,77432,8861,22893,76177,7301,24675,109626,9736,46229,99902,6790,27991,102026,5378,27191,59114,4689,20968,44843,6213,19911,74598,10108,29966,98594,10574,23264
2517,247856,32570,42956,142599,21594,44104,131069,10393,38859,76404,8726,24056,75681,7314,25160,109862,9706,46022,100364,6130,28190,102634,5561,26400,58436,4747,21588,45777,6308,18881,74028,10727,29918,98477,10309,23646
2518,246996,32900,43485,142771,21184,44340,130479,9908,39934,78407,8625,22154,75451,7000,25703,110552,9555,45484,100005,6509,28170,101892,5301,27401,58961,4536,21274,45257,6554,19154,74618,10089,29967,98830,9609,23993
2519,248245,32464,42673,142032,21597,44667,131016,10262,39043,77235,8673,23278,76895,7005,24254,110865,9417,45309,99594,6972,28118,102236,5319,27039,58129,4376,22266,45777,6174,19015,74586,10178,29909,99191,9901,23340
2520,247368,33156,42858,141941,21351,45004,130462,10127,39731,77437,8870,22878,75552,7070,25532,109085,9920,46586,101520,6280,26884,102448,5343,26803,58432,4580,21758,45510,6248,19208,74151,9921,30601,100244,9683,22505
2521,248705,32210,42467,142231,21136,44930,131596,9584,39140,77768,8442,22976,75210,7392,25552,109391,9862,46338,100704,6263,27717,102880,5634,26081,58174,4813,21784,45239,6439,19288,74129,10486,30058,99181,10375,22877
2522,246757,33631,42993,142429,22146,43721,130051,10205,40064,77082,8637,23467,75601,7361,25193,110239,9501,45850,99795,6798,28092,102894,5193,26507,58812,4249,21710,45163,6335,19468,73375,10870,30427,98397,10668,23367
2523,247409,32988,42985,140943,22691,44662,131906,9736,38678,77387,8786,23014,76574,6959,24622,111491,9350,44750,100353,6740,27591,102293,5480,26821,59526,4392,20853,45215,6434,19316,73817,10541,30315,99180,10286,22966
2524,245606,33389,44387,143775,20881,43640,129862,10699,39760,77585,9038,22563,76618,7062,24474,110326,9680,45585,99280,6509,28895,101512,5459,27623,58834,4567,21371,45147,6382,19437,74418,9976,30279,98707,10267,23458
2525,247744,33050,42588,141616,22229,44451,131066,9836,39418,77325,8939,22922,75717,6773,25664,110624,9873,45094,100553,6811,27320,102811,4869,26914,59345,4418,21008,44975,6551,19440,73926,10039,30708,99052,10302,23078
2526,247313,33456,42612,141875,21649,44771,131111,9974,39235,77229,8707,23249,76196,6573,25385,110111,9479,46001,100533,6647,27505,102423,5568,26603,58770,5129,20872,44947,6515,19504,73208,10347,31118,98486,10653,23293
2527,247983,33179,42220,141750,22315,44230,131354,9593,39373,77393,8924,22869,75169,7214,25771,110510,9755,45326,98477,7483,28725,102537,5287,26770,58786,4390,21596,45723,6329,18913,74273,10341,30059,98675,10611,23146
2528,246475,34143,42764,142820,22325,43152,130882,9937,39501,76770,8986,23430,75721,6960,25473,110271,9351,45969,100645,7082,26957,102702,5480,26411,58976,4351,21444,45154,6858,18954,73738,10463,30471,98694,10365,23373
2529,247488,32837,43057,143087,21663,43546,130004,10269,40048,77609,8828,22749,75936,6704,25513,111014,9315,45262,99863,6712,28109,102621,5446,26527,59234,4493,21044,45428,6361,19177,74706,10004,29963,98850,9893,23689
2530,247362,32756,43265,142240,22360,43696,130703,10318,39299,77966,8808,22411,76518,6867,24769,110328,9096,46166,99916,7068,27700,101833,5834,26927,58677,4559,21535,45333,6496,19138,74466,10490,29718,98210,10814,23408
2531,247438,33341,42603,142616,21486,44195,130572,9910,39838,77026,8524,23635,75838,7237,25080,111364,9421,44806,100335,6721,27628,102422,5403,26769,59175,4860,20737,45654,6218,19094,73528,9650,31495,99060,10108,23263
2532,248095,33391,41896,142481,22341,43474,130131,9897,40292,78001,8086,23099,75386,6892,25876,108795,10053,46743,101308,6985,26391,102636,5506,26452,59005,4501,21265,45522,6186,19258,74461,10526,29686,98102,10061,24269
2533,247077,33264,43041,142871,21603,43822,129902,10367,40051,77315,8424,23447,75796,7157,25202,110914,9941,44736,100445,7127,27113,102367,5478,26750,58864,4823,21084,45001,6431,19534,74873,10295,29504,98901,10468,23063
2534,247533,33234,42615,142434,21037,44825,131664,9517,39139,77616,8738,22832,75649,7182,25323,110501,9102,45987,97986,7082,29616,102176,5779,26639,58560,4461,21750,45656,6309,19001,74065,10583,30025,98464,10038,23930
2535,247532,32795,43054,142562,20982,44752,130550,10533,39236,77052,8532,23602,75198,7320,25635,110249,9556,45786,101259,6704,26722,102462,5553,26580,58816,4285,21669,44923,6469,19575,73411,10121,31141,98295,10448,23689
2536,249866,32455,41060,142152,21927,44217,131046,10011,39263,76974,8936,23276,75218,6901,26035,111690,9399,44502,100109,7624,26951,103397,5529,25668,58810,4424,21537,45475,6344,19147,74377,9963,30333,98873,10206,23352
2537,248232,32230,42919,142146,21620,44529,130062,10363,39894,76405,9486,23295,77050,6462,24642,109982,9887,45722,100562,6620,27502,102672,5023,26899,57865,4713,22193,45047,6493,19425,74228,10326,30119,98010,10717,23705
2538,248008,32969,42404,141168,22381,44747,130913,10074,39332,76604,8833,23749,76175,7171,24808,109706,9459,46426,100418,6720,27547,102905,5478,26211,58301,4277,22193,45737,6292,18937,73480,9954,31238,98748,10578,23107
2539,247840,33848,41695,143323,21840,43133,130399,10585,39336,77729,8703,22754,76212,7055,24888,110265,9798,45528,99140,7193,28351,103570,5328,25697,59157,4320,21294,45402,6151,19413,73623,11006,30044,98426,10346,23660
2540,246615,33634,43132,141488,21596,45211,131955,10014,38351,77552,8601,23032,75319,7265,25570,110331,9604,45656,99337,6933,28414,102500,5237,26857,58062,4462,22247,45160,6259,19547,74187,9971,30515,98894,10662,22876
2541,244887,34824,43671,142861,21384,44051,131505,9408,39407,76705,8635,23846,75951,7038,25165,111154,9208,45228,100227,6959,27499,103047,5587,25959,58898,4914,20959,45228,6550,19188,73722,10178,30773,100133,9890,22409
2542,246941,33450,42992,142656,21938,43702,129419,10058,40843,77064,8573,23549,76050,6482,25621,111203,9176,45212,99888,7221,27576,102473,5507,26614,58570,4425,21776,45318,6136,19513,74960,10728,28986,99066,9626,23740
2543,248265,32740,42377,141899,22438,43958,131021,10228,39072,77336,8684,23166,75796,7046,25312,109502,9191,46898,100182,6827,27675,102795,5752,26047,58066,4538,22167,45479,6360,19127,74184,10549,29940,98686,9808,23938
2544,247655,32728,42999,143050,21507,43739,131472,10156,38692,77464,8782,22940,76029,6740,25385,109096,9470,47026,100147,6716,27820,102288,5747,26559,59464,4555,20752,45550,6112,19304,73997,9994,30683,98825,10252,23355
2545,248408,32169,42806,142364,21726,44205,130881,10645,38794,77082,8563,23541,76124,6865,25165,110307,9297,45987,99088,7443,28154,102877,5137,26580,57916,4910,21945,45614,6335,19017,74007,10286,30380,98849,10175,23409
2546,247665,33588,42129,141974,22288,44034,130910,10021,39389,77105,9068,23014,76050,7174,24930,110726,9218,45647,99491,7019,28174,102612,5473,26510,58092,4820,21859,46110,6218,18639,73004,10919,30750,98363,10953,23116
2547,247772,32481,43129,142370,22725,43201,130791,9900,39629,77933,8438,22815,76352,6972,24830,111167,9042,45382,99742,6899,28044,102538,5302,26754,58426,4776,21569,45503,6371,19092,74128,10582,29963,98391,10253,23787
2548,248565,32830,41987,142149,21939,44208,130892,9739,39689,77448,8670,23067,75991,6866,25298,110097,9387,46107,100883,6209,27592,102705,5112,26777,58537,4459,21775,45948,6138,18881,74048,10102,30523,98866,10084,23482
2549,247065,33462,42855,142778,21086,44432,130212,10101,40007,77528,8653,23004,76379,6874,24901,111444,9105,45042,100376,7415,26893,101682,5924,26988,59185,4162,21424,45261,6271,19434,73781,10352,30540,98411,10851,23170
2550,248331,32721,42329,142228,22133,43935,130473,10322,39525,76748,9086,23352,76212,7136,24805,110116,9443,46032,99696,7073,27914,101830,5501,27262,58250,4300,22221,45718,6146,19102,73309,10435,30929,99205,10039,23188
2551,247978,32739,42665,141300,22318,44678,131562,10087,38671,77132,8802,23252,76422,6617,25115,110443,9282,45866,101612,6606,26466,103022,5485,26087,57882,4732,22157,45180,6120,19666,74058,10559,30056,99669,9799,22964
2552,248402,32847,42133,142867,21557,43872,131886,9953,38481,77558,8606,23022,75078,6921,26155,111150,9448,44993,99893,7392,27400,102521,5404,26670,58837,4640,21294,45240,6051,19675,74070,10074,30529,99589,9474,23369
2553,248190,33713,41480,143115,21031,44150,131922,10085,38313,77559,8651,22977,76216,6685,25253,111423,8967,45201,100276,7610,26798,102321,5355,26918,58607,4733,21431,45311,6554,19101,74657,10555,29461,99669,9920,22843
2554,247814,32773,42794,141592,22255,44448,130781,10418,39121,76979,8807,23400,75760,6990,25404,109445,9717,46429,100255,6657,27772,102401,5617,26577,58921,4797,21053,45354,6586,19026,74089,10064,30520,98141,10520,23771
2555,247929,33124,42329,142439,22502,43355,130908,10028,39383,77681,8570,22935,75849,6680,25625,109098,10261,46232,99016,7282,28386,102337,5598,26659,59822,4390,20559,44763,6524,19679,74091,9663,30920,99468,10064,22901
2556,246848,33902,42632,142592,21598,44106,130682,10136,39501,77710,9033,22444,75126,6858,26170,110670,9349,45572,100746,6627,27311,101960,5304,27329,58565,4552,21654,45355,6110,19501,73950,10209,30513,98888,9940,23604
2557,247440,33119,42822,143216,21997,43084,130261,10386,39673,77557,9124,22505,75549,7028,25577,109993,10332,45266,100075,6648,27961,101818,5526,27250,58742,4522,21506,44966,6413,19588,74142,10038,30493,98426,9597,24409
2558,247606,32511,43265,142559,21665,44072,130402,10120,39798,77591,8727,22868,76818,6708,24628,110477,9353,45761,101452,6869,26363,102853,5212,26528,57878,4340,22553,45433,6409,19124,74631,10292,29750,98459,10692,23282
2559,246184,34324,42873,142161,21572,44563,130488,10091,39741,77500,8796,22890,76243,6904,25007,110348,9061,46182,99798,6929,27957,102454,5032,27108,58464,4553,21755,44966,6694,19306,73827,10218,30628,98890,9720,23822
2560,247076,33823,42483,141658,21578,45060,131142,9650,39528,78164,9075,21947,75761,7212,25182,111814,9215,44563,101287,6034,27363,102618,5256,26720,59210,4138,21423,45336,6155,19475,73456,10376,30841,98401,11040,22990
2561,248009,33811,41562,141742,22744,43809,132288,9446,38586,77330,8583,23273,75252,7130,25772,110070,9217,46304,101226,7173,26285,101990,5787,26817,58255,4744,21772,45329,6644,18992,73724,9825,31124,99099,9981,23352
2562,247702,32607,43073,142608,21840,43848,131156,9590,39573,77233,8658,23295,75354,7232,25567,111329,9288,44974,99145,7033,28505,102172,5422,26999,57954,4739,22079,45368,5962,19636,74616,10140,29918,98801,10290,23341
2563,247685,32954,42743,143000,20697,44600,131112,9900,39308,76805,9121,23259,75454,7250,25450,109978,9837,45776,99997,7088,27599,102563,5394,26637,58968,4936,20867,44647,6586,19733,74966,9931,29776,98862,9824,23746
2564,248194,33199,41989,143352,21360,43584,131346,9945,39028,77319,8642,23225,75977,7029,25148,110123,9220,46248,99107,6850,28727,102280,5824,26490,58612,4589,21569,45271,6632,19063,74513,10236,29924,99859,10122,22451
2565,247106,33339,42937,142822,21639,43835,130611,9604,40104,77461,8454,23271,75010,6932,26212,110785,9225,45582,98888,6759,29037,102159,5736,26698,59031,4552,21188,45534,6485,18946,73622,10621,30430,98920,9686,23826
2566,246358,34051,42973,143118,20689,44490,131035,9545,39740,77465,8897,22824,76801,6748,24605,110288,9745,45557,99405,7035,28244,103051,5461,26083,58884,4699,21188,46058,6191,18717,74305,9605,30763,99008,10063,23361
2567,248374,32247,42761,141732,21795,44770,130459,10358,39503,77522,8706,22958,76169,6747,25238,110271,9553,45768,99461,6400,28823,101803,5494,27297,58139,4503,22129,45246,6555,19164,74754,10407,29512,98668,10359,23405
2568,248325,32962,42094,142487,21250,44559,131091,9465,39764,77068,8799,23319,75613,6907,25634,109138,9710,46743,98933,6929,28822,101852,5330,27411,58874,4287,21611,44959,6331,19676,74065,10307,30301,99434,9796,23202
2569,247269,33277,42836,142208,22010,44078,130633,9901,39785,77405,8853,22928,75659,6871,25623,109458,9604,46529,100815,6766,27103,102895,5699,26001,59212,4534,21025,44914,6743,19309,73706,10411,30556,98081,10186,24165
2570,248715,32416,42251,142060,22631,43605,132211,9797,38312,77283,8996,22907,76018,6832,25304,111500,9147,44945,99428,7410,27846,102343,5094,27157,58652,4735,21384,45016,6433,19517,74768,10284,29621,98687,10453,23292
2571,247630,32545,43207,142584,21326,44387,129248,10489,40583,77624,8442,23120,75611,7115,25429,109950,9583,46058,99636,7418,27630,101998,5461,27135,59118,4754,20899,45137,6246,19583,74193,10207,30273,98868,10082,23482
2572,248128,32588,42666,140798,21742,45756,131145,9998,39177,76441,8984,23761,75403,6576,26175,110377,9361,45854,101483,7039,26162,102547,5762,26286,58732,4162,21877,45455,6228,19283,73113,10321,31239,98221,10595,23616
2573,249602,32170,41610,141801,22126,44370,130905,10265,39150,77699,8510,22977,76130,6938,25086,109171,9021,47399,98978,7053,28653,102491,5500,26602,57859,4478,22434,45104,6401,19461,74916,10217,29539,98330,10403,23699
2574,248134,31916,43332,141873,22092,44330,131040,9885,39395,77289,8834,23063,75589,6868,25697,111274,9590,44727,99113,6936,28635,102535,5157,26902,58768,4522,21481,45131,6274,19561,74802,10460,29412,99037,9714,23682
2575,247638,32933,42811,142089,21715,44491,131143,9958,39219,77015,8506,23665,75420,7311,25423,110373,9377,45840,99650,7317,27717,102273,5778,26544,58508,4486,21777,45329,6195,19442,74133,10715,29825,98512,10276,23644
2576,248766,32698,41918,143335,21588,43374,129873,10641,39806,77190,8561,23435,75683,7008,25463,109214,9668,46708,100419,7319,26946,102476,5216,26903,58578,4634,21559,45465,6321,19180,73866,10300,30507,98858,10055,23519
2577,246923,33019,43441,142162,22183,43951,130922,10283,39115,77434,8876,22876,76803,6712,24638,110896,9554,45140,99776,7447,27460,102993,5483,26118,58624,4535,21613,45651,5995,19319,74437,10457,29779,98441,9968,24023
2578,247009,33262,43111,141617,21700,44979,131569,10037,38714,77042,8820,23324,74862,6914,26377,110642,9866,45084,100814,6606,27264,102004,5331,27259,57641,4673,22458,44908,6361,19697,73213,10542,30919,99267,9536,23629
2579,247902,32959,42520,141914,21524,44857,131229,10139,38952,77034,8685,23467,76247,7267,24641,110631,9817,45143,100121,6982,27581,102143,5477,26974,58434,4380,21956,45345,6408,19213,73964,10288,30422,98911,10537,22983
2580,247975,32502,42905,142544,22080,43672,131316,9543,39461,77137,8593,23456,75905,7050,25199,109511,9543,46537,99765,6713,28206,102801,5688,26105,58314,4378,22080,44972,6132,19862,73512,10430,30731,98550,10157,23725
2581,247560,32498,43324,144066,21329,42901,130723,10058,39539,77575,8588,23023,74833,6969,26352,110403,9261,45927,101368,7285,26031,102361,5909,26324,58326,4734,21711,45338,6468,19161,74607,10105,29960,98917,10203,23312
2582,246575,32986,43821,143070,22479,42747,130393,10044,39883,77270,9251,22665,76403,7052,24699,110294,9544,45752,100865,6491,27328,102227,5852,26515,58051,4391,22328,45945,6690,18331,73423,10636,30613,98716,10141,23575
2583,247271,32862,43249,142117,21912,44267,130833,10338,39149,77420,8393,23372,75187,6908,26059,110440,9022,46129,100229,6750,27705,102013,5335,27246,59096,4332,21343,45599,6416,18952,73716,10210,30747,97327,10992,24112
2584,247522,32996,42863,142195,22317,43784,131095,10169,39056,77500,8992,22694,75925,6657,25572,111166,9774,44651,101071,6713,26901,103227,5294,26073,59078,4908,20785,45333,6416,19217,74729,9938,30005,98429,10701,23302
2585,247300,33894,42189,142559,21218,44520,130627,10237,39457,77500,9022,22664,76357,6597,25200,110547,9231,45813,98794,7386,28504,102602,5038,26954,58608,4893,21270,45798,6009,19159,74309,10429,29936,98286,10342,23805
2586,247958,33574,41849,141728,21660,44908,131463,9898,38959,77394,8307,23485,76285,7125,24744,109414,10130,46047,99372,7561,27751,103070,5407,26117,59272,4464,21035,45240,6943,18783,74046,10135,30492,98655,9989,23788
2587,247788,33065,42529,142643,21151,44502,130081,10149,40089,77374,8573,23239,75691,6993,25470,110051,9550,45990,99037,7039,28608,103021,5527,26046,58641,4767,21363,45039,6381,19546,74815,9960,29897,97836,10729,23867
2588,246742,33094,43546,143152,21329,43815,131773,9654,38893,77863,8464,22859,76236,7045,24873,111392,9915,44283,100688,6596,27400,102185,5803,26607,58719,4516,21536,45356,6412,19198,73795,9799,31079,100005,10105,22323
2589,248838,31860,42684,142731,21824,43741,131141,9911,39268,78045,8223,22918,75390,6788,25976,110494,9544,45553,99802,6954,27929,101368,5392,27834,58663,4224,21884,44969,6350,19647,73572,10045,31056,99486,10524,22422
2590,248715,32704,41963,141115,21986,45195,131937,10264,38119,77461,8732,22993,75845,6503,25806,110427,9521,45643,101297,7236,26150,102891,5706,25997,58269,4504,21998,45261,6060,19645,74199,10350,30125,98175,10761,23496
2591,246108,33605,43669,142150,22284,43862,130873,10051,39396,77611,8504,23071,76377,6893,24884,110862,9017,45712,100656,7163,26865,102425,5264,26905,58666,4533,21572,44929,6261,19776,74802,10162,29708,99251,10290,22891
2592,248221,33120,42041,142382,21674,44240,130292,10230,39798,76834,8767,23585,75940,7014,25200,110216,9941,45434,101015,7152,26517,101479,5645,27469,58801,4380,21590,45279,6164,19523,74167,10391,30115,98905,10448,23079
2593,248712,32745,41925,141329,22180,44787,131308,10138,38874,77055,8781,23349,76328,6581,25244,110372,9714,45505,100668,6645,27370,102257,5429,26908,59604,4265,20902,45170,6542,19254,73952,10090,30631,99604,9731,23096
2594,247181,34134,42067,142071,21965,44260,130357,10192,39770,77840,8717,22629,75908,6917,25329,110311,9219,46062,99964,6487,28233,102551,5569,26474,58491,4291,21988,45390,6584,18992,74410,10293,29969,99168,10048,23217
2595,247756,32599,43027,142953,21743,43599,130939,10209,39172,77408,8629,23149,76257,6781,25116,111333,8699,45559,101946,6074,26663,102207,5466,26921,59106,4305,21360,44797,6605,19564,73050,10351,31272,98744,10652,23036
2596,248463,32984,41935,143066,21971,43259,131948,9610,38763,77573,8924,22690,76200,6970,24984,109109,9592,46890,99163,7871,27650,102268,5322,27004,58322,5034,21415,45420,6384,19163,74265,10170,30237,99233,9987,23212
2597,247968,33261,42153,141986,22030,44280,130712,9577,40031,77119,8896,23171,75872,6948,25335,110913,8987,45691,100477,6814,27393,102172,5343,27079,57893,4874,22004,45407,6444,19114,73716,10713,30244,97956,10916,23560
2598,247583,32567,43232,142649,21905,43742,131423,9853,39044,77267,8512,23407,76471,7114,24569,110925,8788,45878,100127,6124,28433,102168,5460,26967,58457,4318,21995,45154,6719,19092,73843,10332,30498,98840,10470,23121
2599,248701,32189,42492,142096,21839,44361,131320,9633,39367,77880,8189,23117,75186,6589,26380,110591,9953,45047,101513,6821,26350,102979,5679,25936,57780,4945,22046,45254,6556,19155,74475,10545,29654,98598,10670,23165
2600,248335,32364,42684,141931,21806,44559,130415,10178,39727,77455,8882,22848,76055,6861,25238,111191,9201,45199,100351,6354,27978,102554,5619,26421,58717,4274,21781,45063,6677,19226,74140,10491,30041,99305,9492,23635
2601,248388,32049,42946,143290,20929,44077,129291,10570,40459,77450,9201,22536,76928,6576,24649,110469,9587,45535,100345,7222,27117,103203,5558,25833,58031,4518,22221,45260,6182,19524,73753,10519,30401,98898,10492,23043
2602,247422,32703,43257,141825,21651,44819,130635,10452,39233,76821,8849,23516,77065,6721,24367,111241,9306,45045,100646,7157,26880,102149,5448,26997,58664,4591,21515,45818,6523,18625,74250,10412,30011,99335,10046,23051
2603,250106,32607,40669,142440,21456,44400,130484,9884,39952,77611,8732,22844,76335,6799,25020,112283,9489,43819,100358,6452,27875,103090,5594,25910,57879,4607,22285,45969,5919,19078,74761,9648,30263,98813,10409,23210
2604,247458,32968,42955,142541,21704,44051,131956,9821,38543,77274,8669,23243,75862,6629,25662,111408,9621,44562,100112,6580,27992,102797,5192,26605,58538,4570,21663,45672,6389,18906,74649,9859,30165,98432,10613,23387
2605,248294,32731,42357,142120,22096,44080,130392,10395,39533,77613,8414,23159,76673,6605,24876,109470,9792,46329,100308,7152,27223,102060,5134,27400,58483,4938,21350,45308,6192,19465,74150,10235,30288,99145,10353,22933
2606,247715,32998,42668,143506,21394,43397,131045,9817,39458,77451,8765,22970,75531,7217,25406,110658,9223,45710,99905,6965,27814,102229,5521,26844,58461,4930,21380,44923,6403,19640,74865,10239,29569,98418,10564,23450
2607,247431,33003,42947,142904,22291,43101,130754,10119,39447,76764,9080,23341,75833,6972,25349,111034,8930,45626,101622,6861,26200,102330,5192,27072,58403,4593,21775,45240,6431,19295,73663,10282,30728,98850,9932,23650
2608,247319,33588,42476,140867,22364,45065,131172,10040,39108,76787,9087,23312,76449,6775,24930,109961,9419,46211,99716,6913,28054,101951,5791,26852,58658,4711,21402,45221,6338,19407,73672,10124,30877,99875,9946,22611
2609,246861,33482,43039,141707,22119,44471,131047,9989,39284,76790,8717,23678,75725,7253,25176,110333,9395,45863,100218,7096,27370,102356,5561,26678,59254,4513,21004,45741,6320,18904,73928,10194,30552,99421,9665,23345
2610,247348,32686,43348,142158,22137,44001,130733,9991,39596,77421,8337,23427,75288,6748,26118,110416,9020,46155,100096,6129,28459,103341,5086,26166,58933,4519,21319,46092,6381,18494,74005,10375,30292,98511,10219,23702
