,sy2010sthdH,sy2010sthdHNC,sy2010sthdW,sy2011sthdH,sy2011sthdHNC,sy2011sthdW,sy2012sthdH,sy2012sthdHNC,sy2012sthdW,sy2013sthdH,sy2013sthdHNC,sy2013sthdW,sy2014sthdH,sy2014sthdHNC,sy2014sthdW,sy2015sthdH,sy2015sthdHNC,sy2015sthdW,sy2010chnkH,sy2010chnkHNC,sy2010chnkW,sy2011chnkH,sy2011chnkHNC,sy2011chnkW,sy2012chnkH,sy2012chnkHNC,sy2012chnkW,sy2013chnkH,sy2013chnkHNC,sy2013chnkW,sy2014chnkH,sy2014chnkHNC,sy2014chnkW,sy2015chnkH,sy2015chnkHNC,sy2015chnkW
96,248595,33228,41559,142723,22400,43172,130921,10301,39098,77153,8913,23119,76076,6646,25432,110103,9781,45707,100943,6789,26952,102400,5535,26658,58347,4482,21942,45581,6108,19277,73821,9789,31062,99843,10182,22406
97,248525,32359,42499,142718,21382,44196,129922,10261,40138,77104,8869,23213,75546,7441,25167,111237,9161,45193,100661,7240,26783,102297,5861,26436,57568,4891,22312,44773,6170,20023,74585,10049,30039,98468,10506,23458
98,248330,32821,42232,142152,21475,44670,131077,9984,39259,77091,8765,23330,76529,6632,24993,110659,8439,46493,100494,6594,27597,102752,5462,26380,58807,4664,21300,45124,6403,19439,74576,10357,29740,98897,9818,23717
99,246696,33346,43340,142896,21339,44061,130239,10396,39684,77918,8586,22681,75822,6931,25401,111359,9123,45109,101548,6463,26673,103150,5003,26441,58861,4378,21532,45538,5986,19441,73207,10433,31032,99380,9539,23512
100,247342,33495,42545,142791,22345,43160,130331,9851,40139,76936,8893,23357,76229,6983,24943,109948,9742,45901,100846,7073,26765,102248,5610,26736,58325,4672,21774,45338,6108,19519,73990,10375,30308,98892,9989,23551
101,247873,33003,42506,142113,21850,44332,130516,10450,39354,77222,8254,23710,76477,7143,24534,109564,9646,46381,98948,7793,27943,102226,5448,26920,58993,4402,21376,45520,6226,19220,74149,9928,30595,98566,10104,23763
102,247946,33765,41671,143819,21540,42936,130938,9890,39492,77513,8542,23131,75712,7000,25442,110669,9301,45621,100016,6861,27806,101644,5097,27854,58773,4531,21467,44957,6830,19179,74487,10530,29656,99574,9515,23343
103,249608,32282,41491,141276,21968,45052,130872,9333,40115,77238,9124,22824,75807,6867,25481,110049,8725,46816,99058,7001,28625,101909,5795,26889,58672,4478,21620,45795,6387,18784,74341,9740,30592,98994,10152,23286
104,247864,32612,42905,143193,21032,44070,129779,9717,40825,76730,8847,23608,76694,6843,24618,108852,10092,46647,100419,6918,27347,103261,5424,25909,59069,4691,21011,45825,6172,18969,73626,10392,30655,97534,10551,24347
105,246722,33261,43399,143093,21853,43350,131518,10164,38638,77537,8338,23311,76340,6840,24975,110090,9203,46298,98957,7506,28221,101924,5634,27037,58320,5025,21427,45398,6483,19085,73692,10301,30679,98592,9668,24172
106,248007,32466,42909,141564,21891,44841,131483,9578,39259,77368,8743,23074,75291,7163,25699,109647,9949,45995,100769,7255,26660,101776,5779,27038,58509,4762,21500,45188,6414,19364,74517,10300,29856,98801,10463,23167
107,247058,33021,43302,141555,22161,44580,131481,9936,38904,76841,9111,23234,75455,6800,25899,110506,9841,45244,99448,7189,28047,102352,5488,26754,59343,4640,20788,45384,6163,19419,73810,10402,30461,98312,10430,23690
108,248016,33333,42033,142353,22111,43832,130072,9994,40255,77446,8825,22915,76149,7016,24989,110227,9640,45724,101206,6139,27339,102373,5402,26819,58374,4762,21636,45133,6296,19537,74899,10087,29687,98209,10128,24095
109,248412,33070,41900,142120,21880,44295,130089,9731,40500,77442,8879,22864,75936,6709,25509,110086,9440,46066,98783,7397,28504,102793,5502,26299,58629,4367,21775,44836,6624,19506,73630,10278,30765,99243,10511,22678
110,246047,33354,43980,142139,21698,44458,130692,10095,39534,76310,8898,23978,75128,6933,26092,109824,9389,46378,99855,6965,27864,102963,5517,26114,58044,4869,21859,45286,5930,19750,73594,10643,30436,99057,9901,23474
111,246699,34001,42682,142385,21412,44499,130954,9998,39369,77930,8523,22733,74800,7412,25942,110944,9107,45540,100983,7126,26575,102629,5401,26564,58066,4435,22270,45522,6381,19063,74159,9614,30900,98689,10475,23267
112,246161,34012,43209,141824,22074,44397,131235,10342,38744,77239,8690,23257,74787,7445,25922,111252,9422,44917,99961,7551,27172,103692,5362,25540,58703,4472,21596,45718,6021,19227,74112,10331,30230,99543,10292,22597
113,247525,32802,43055,141727,22527,44043,130670,10468,39181,77076,9152,22958,76117,7152,24885,110728,9343,45521,99004,7671,28010,102192,5265,27137,58384,4642,21745,45797,6077,19092,74550,9730,30393,98018,10736,23679
114,248604,32670,42108,142288,22343,43665,130609,10116,39595,77336,9090,22760,76705,6743,24706,110387,9177,46027,98482,7243,28959,102838,5429,26327,58828,4634,21309,45730,5904,19332,74357,10367,29949,98535,10227,23670
115,247165,33274,42943,143062,20923,44310,130570,10135,39615,77101,9262,22823,75612,7292,25250,110865,9416,45310,100382,6688,27613,102973,5345,26277,59305,4674,20792,45465,6393,19108,73253,10496,30924,98238,9975,24219
116,247270,33276,42837,142700,22149,43448,132028,10043,38248,77370,8494,23322,76348,6569,25236,110541,9642,45408,100421,6985,27278,103101,5157,26336,59074,4694,21003,44757,6675,19535,74781,9555,30338,98858,10000,23574
117,248800,32932,41650,142800,21496,44000,131584,10367,38369,76989,8435,23762,76267,6591,25296,110646,9430,45514,99528,6640,28516,102594,5316,26684,58846,4637,21289,45201,6844,18920,73978,10164,30531,98648,10343,23441
118,247010,33484,42888,141814,21581,44901,129901,9972,40447,77031,8751,23404,75842,7233,25079,110024,9329,46237,98520,7169,28996,102393,5548,26653,58860,4594,21316,44984,6502,19480,73833,10458,30382,98779,10213,23440
119,247013,33619,42749,142837,21439,44020,130604,9875,39841,77478,8956,22752,76209,6490,25456,110317,9652,45622,100395,6751,27537,102381,5410,26804,59535,4286,20950,45085,6305,19576,73568,10187,30918,99258,10258,22917
120,246648,32927,43807,141866,21635,44795,130803,9731,39786,77238,8805,23143,76253,6619,25282,111146,9715,44730,100051,6236,28397,102429,5594,26571,59608,4362,20801,45137,6346,19483,74297,10222,30154,99015,9936,23481
121,248222,32997,42163,141034,22383,44880,130972,9659,39689,76695,8991,23500,76228,6661,25264,109298,10008,46286,99712,7640,27333,102498,5668,26429,58870,4753,21148,44932,6595,19439,73918,10229,30525,98500,10286,23647
122,247880,32961,42541,141523,22260,44514,130741,9728,39851,77285,8344,23558,76096,6590,25467,110920,9720,44951,101039,7112,26533,103006,5413,26175,57871,4991,21909,45261,6554,19151,73452,10779,30442,99324,10618,22490
123,246844,33748,42790,142789,20789,44719,131239,10078,39003,77844,8473,22870,75217,6929,26008,111074,9587,44930,99932,6405,28348,102110,5947,26537,59101,4313,21357,45383,6078,19505,73342,10476,30855,99500,10024,22907
124,247964,32218,43200,143437,21121,43738,131055,9756,39509,77517,8907,22763,75478,7154,25522,110047,10228,45317,101316,6745,26623,102726,5581,26287,58292,4825,21654,45783,6393,18789,74180,10339,30155,98992,9985,23454
125,247769,33484,42129,143076,21475,43746,130128,10055,40137,77142,8830,23214,75342,7341,25471,110216,9379,45996,99947,6853,27884,102069,4999,27526,58970,4550,21252,45742,6197,19027,73741,9976,30956,98384,9805,24243
126,246759,33511,43112,141776,22043,44477,130672,10076,39571,76571,8792,23823,75352,6953,25848,110593,9225,45774,99728,7122,27834,102857,5432,26305,58198,4494,22079,45667,6227,19073,74103,9672,30897,99404,9360,23668
127,247276,33381,42725,142229,22670,43397,130764,10431,39125,76694,8677,23815,76473,6424,25257,110870,9388,45333,99408,7369,27907,102482,5270,26842,58781,4417,21573,45712,6439,18815,74732,10168,29773,98426,10495,23512
128,247615,33627,42139,142079,22011,44206,130235,10189,39896,77276,9047,22863,76335,6896,24923,111598,9048,44945,99790,6969,27925,102384,5635,26575,58273,4670,21827,45821,6214,18930,73891,10510,30272,99281,10404,22747
129,245698,33905,43778,142564,21770,43962,131274,9830,39216,77590,8762,22833,76372,6925,24858,110424,8984,46183,99895,6932,27857,101310,5771,27514,58801,4527,21443,45554,6365,19047,73657,10203,30813,98573,10139,23720
130,247916,32699,42767,142498,21677,44121,131092,10075,39153,77249,8510,23426,76267,6936,24952,109237,9511,46842,99701,7014,27969,102471,5210,26914,58786,4557,21429,45254,6465,19247,74153,10220,30299,98953,10248,23231
131,246480,33309,43593,142604,21400,44292,130505,10447,39367,77309,8736,23142,76178,6712,25263,111090,9383,45118,100085,7097,27501,102355,5379,26860,58285,4567,21919,45035,6462,19469,74825,10212,29636,99493,9935,23004
132,248586,33159,41637,142346,22302,43649,130064,10023,40233,76577,8747,23861,76881,7070,24202,109543,9376,46672,99923,7507,27254,102153,5397,27044,59184,4752,20835,45468,6498,19000,73905,10007,30761,98287,10599,23546
133,246759,32822,43801,142397,22071,43828,130860,9883,39577,77779,8708,22699,76311,6559,25284,110164,8771,46656,99369,7422,27893,102876,5571,26147,58742,4512,21517,45604,6228,19134,74824,9913,29936,98404,10051,23977
134,248000,32825,42558,142901,21593,43802,131030,10050,39240,77113,8761,23311,75598,7340,25216,110200,9661,45730,102164,6863,25657,103165,5702,25727,57813,4890,22068,45881,6499,18587,73735,10312,30626,98069,10058,24305
135,246041,33865,43475,143056,21600,43640,131129,9844,39347,77704,8693,22789,76581,6766,24807,110121,9789,45681,100504,6707,27473,102089,5330,27175,58759,4590,21422,45597,6566,18803,74474,9965,30234,98404,10510,23518
136,245681,34691,43010,141537,22134,44625,130568,9572,40181,77852,8491,22843,75633,6746,25775,110601,9271,45720,101009,6738,26937,102750,5472,26373,57777,4634,22360,45194,5900,19872,74548,9896,30229,98566,10166,23700
137,247476,33744,42163,142653,21601,44042,130664,10284,39372,77149,8978,23060,75741,7007,25405,110296,10038,45258,100232,7604,26848,102079,5339,27176,58561,4547,21663,45503,6537,18926,74159,10435,30079,100234,10195,22003
138,246883,33031,43468,143344,22031,42921,130754,9942,39624,77367,8527,23293,75476,7057,25622,110712,9118,45761,100180,6885,27620,102979,5455,26160,58252,4563,21955,45009,6432,19524,74721,9780,30173,98731,10141,23560
139,248428,32936,42018,141958,21240,45098,130299,10570,39451,77226,8715,23246,76209,6621,25324,110145,9284,46163,98807,6769,29108,102714,5532,26348,59195,4215,21361,44938,6757,19270,74238,10236,30199,98939,9633,23860
140,249013,32171,42198,142862,21776,43658,131424,10066,38830,77411,8395,23380,74972,6854,26328,110087,9160,46344,100921,6950,26813,102580,5274,26741,59464,4450,20856,45061,6260,19645,74333,10257,30083,100377,9942,22113
141,246833,33012,43538,140856,22333,45107,130565,10091,39665,77484,8445,23257,76120,6298,25736,109390,9768,46433,100140,6692,27852,102775,5484,26335,59372,4582,20817,45203,6120,19643,74004,10142,30527,98655,10467,23311
142,246287,33501,43595,142126,21712,44458,130956,9961,39403,77509,8588,23089,76542,7281,24331,110992,9256,45344,99810,6894,27979,102406,5484,26704,58466,4620,21685,45649,6096,19221,74134,9954,30584,98990,10248,23194
143,247686,33716,41980,143635,21131,43530,130978,10013,39329,77928,8671,22586,76409,6512,25233,110777,10052,44761,100362,6878,27444,102523,5005,27067,57785,4749,22237,45488,5934,19544,73884,10078,30712,97662,9990,24779
144,246164,33749,43468,141987,21533,44776,129822,10294,40204,77377,8649,23160,75667,7084,25403,111573,9370,44647,101159,7311,26214,102489,5529,26577,58820,4791,21160,44995,6278,19692,73975,10185,30513,98955,10192,23285
145,247544,32594,43243,142583,22147,43566,130866,9980,39475,77629,8632,22924,75099,6901,26154,110901,9292,45398,99514,7764,27406,102907,5420,26267,59174,4696,20901,46102,6010,18854,74163,9974,30536,98080,10195,24157
146,248876,32308,42197,142167,21911,44218,130594,9987,39739,77397,8752,23037,75975,6568,25611,110844,8667,46080,100078,6892,27714,103121,5246,26227,58038,4529,22204,46213,5896,18857,74949,9222,30502,98225,10890,23317
147,247297,33241,42844,141798,21140,45358,131590,9677,39054,77104,8679,23403,75150,7324,25680,109735,9713,46143,98090,7119,29475,102428,5530,26636,57899,4492,22380,45173,6685,19108,74339,10272,30062,98745,10200,23487
148,247984,32528,42871,143489,21160,43647,130819,9979,39522,77171,8563,23452,76593,6922,24639,110000,9072,46519,100648,6255,27781,103324,5243,26027,58714,4204,21854,45666,6248,19051,73712,10623,30339,98534,10223,23675
149,247348,33163,42872,142407,22010,43879,130416,10096,39809,77473,8541,23172,74770,7174,26210,109307,9952,46332,101586,6835,26263,102184,5501,26909,58345,4419,22007,45619,6220,19126,74063,10073,30536,98597,9724,24111
150,248664,32997,41721,142799,22397,43100,130362,10209,39750,78003,8432,22751,76665,7039,24450,109455,9636,46500,98662,7178,28844,102217,5439,26937,59266,4311,21194,45579,6099,19287,73180,10520,30973,98074,10313,24045
151,247442,33355,42585,142299,22166,43830,130729,10015,39577,77107,8950,23129,76324,7032,24799,111413,9287,44892,100791,7043,26850,102881,4957,26757,58325,4621,21825,44991,6451,19523,74901,10449,29323,99344,9402,23686
152,246565,33566,43252,143014,21701,43581,130075,10793,39451,77699,8810,22677,76376,6714,25064,109988,9682,45921,101769,6484,26431,102508,5660,26426,58934,4622,21215,45680,6273,19012,73596,10323,30754,99193,9864,23376
153,248533,33074,41775,143725,21431,43140,130708,9701,39911,77103,8752,23331,75562,6827,25765,110633,9768,45190,98974,7439,28271,102725,5123,26746,59072,4647,21052,45190,6459,19318,73572,10131,30969,98598,10475,23359
154,247395,33008,42980,144055,21533,42709,131855,9585,38880,77475,8927,22784,76036,6768,25350,110088,8994,46510,100486,6619,27579,102587,5445,26562,58614,4669,21488,45666,6340,18961,74699,10213,29762,99702,10283,22446
155,247722,33320,42340,141634,22706,43956,131014,10517,38788,76858,9188,23140,76121,7128,24905,110406,9082,46103,100568,6573,27544,101692,5546,27356,58947,4221,21603,45485,6496,18985,74297,10437,29939,99343,10330,22759
156,247473,33121,42788,141937,21759,44600,132200,9774,38346,77694,8633,22860,75300,7250,25605,108927,9435,47229,99597,6692,28395,102373,5378,26843,59404,4755,20612,45314,6207,19445,74584,9687,30402,99594,10260,22579
157,248914,32300,42167,143297,21812,43187,130536,9891,39893,77274,8918,22994,76101,6832,25221,110531,9091,45970,99670,7658,27356,102656,5678,26260,58694,4577,21500,45162,6381,19423,73699,10248,30726,99423,9869,23140
158,246838,33823,42721,142187,22394,43715,130699,9598,40023,77417,8775,22994,75641,6738,25776,109851,9677,46064,100288,7333,27063,102357,5803,26434,59632,4144,20995,45342,6387,19237,75391,9657,29625,98223,10870,23339
159,248555,32536,42291,142419,21743,44134,130946,9548,39825,78347,8257,22582,75930,6635,25589,110100,9012,46479,101093,6159,27432,102406,5466,26722,59125,4025,21621,45428,6494,19044,74557,10145,29971,98906,9823,23703
160,247942,32492,42948,142353,21453,44490,131169,9806,39344,76797,8897,23492,75682,6954,25518,110822,9328,45441,101002,6479,27203,102819,5685,26089,58148,4841,21782,45993,6322,18651,73814,10189,30670,99337,9731,23364
161,248765,32470,42147,141305,22446,44545,130877,9956,39487,77973,8680,22533,76125,6819,25210,109594,9495,46501,100914,6439,27331,101826,5560,27209,58205,4686,21880,45539,6019,19408,74474,10680,29520,97978,10910,23545
162,247982,33477,41922,141292,21996,45008,131596,10002,38722,77378,8726,23082,76189,6758,25208,110049,9786,45757,99398,7248,28038,102148,5346,27100,58740,4887,21144,45039,6627,19300,74599,10357,29717,98054,10155,24223
163,246332,33386,43664,141536,22160,44600,130507,9964,39849,76987,8543,23655,75224,7272,25658,109460,9977,46155,99922,7391,27371,102195,5792,26608,58045,4561,22165,45072,6301,19593,74523,10236,29913,99852,9941,22639
164,247052,32805,43525,142356,21488,44452,130195,10106,40018,77458,8790,22938,75350,6726,26077,110296,9821,45473,99970,7102,27612,103053,5471,26070,58758,4702,21311,45378,6173,19415,72752,10403,31518,98380,10480,23572
165,248087,32828,42466,142644,21546,44106,131699,9707,38914,77451,8573,23161,75545,7007,25602,110275,9211,46105,100269,7376,27039,102423,5531,26640,58716,4529,21526,44663,6685,19618,74548,9829,30296,99218,9625,23589
166,248014,32670,42699,141619,21918,44759,129803,10168,40349,77523,8845,22818,76599,7181,24374,110720,8906,45965,101209,6125,27350,102470,5351,26772,58715,4701,21355,45737,5958,19270,73954,10733,29986,99736,9506,23191
167,247684,33183,42515,142040,21426,44830,131454,10054,38812,77330,9125,22730,76042,7079,25033,111361,9388,44843,99199,7094,28391,102707,5251,26636,58353,4492,21926,44958,6442,19567,74122,10120,30431,98970,10596,22866
168,249299,32760,41323,142756,21562,43979,130715,9779,39825,77516,8390,23279,76302,6662,25190,110650,9145,45796,99606,6942,28136,102565,5802,26227,59125,4234,21412,45484,6452,19030,74389,10183,30101,98294,10569,23570
169,247852,33716,41814,142274,21794,44228,131496,10287,38537,77498,8567,23120,76517,7166,24472,110887,9394,45310,99755,6678,28251,102085,6131,26378,58897,4617,21257,45127,6409,19430,74462,10361,29850,99825,9785,22821
170,248874,32509,41999,141946,21843,44506,130901,10029,39390,77175,8494,23518,76277,6660,25217,110911,9392,45288,100487,6061,28136,103349,5423,25822,58524,4543,21703,45450,6426,19090,74755,10596,29322,99370,9811,23251
171,247792,32876,42713,141352,23002,43942,130993,10190,39137,76735,8540,23911,77613,6606,23935,110492,9231,45869,99707,6694,28283,102725,4962,26908,58942,4971,20859,45461,6157,19348,73867,10316,30490,98624,10510,23298
172,246762,32842,43778,142697,22043,43556,130640,10510,39170,77174,8729,23283,75628,6806,25720,110216,9523,45851,101333,6150,27200,103237,5170,26187,58391,4396,21985,45702,6473,18791,73929,10358,30386,98205,10285,23942
173,248805,32854,41723,140963,22240,45093,130395,10011,39914,77836,8560,22790,75825,6663,25666,111287,9617,44687,100980,6930,26774,103517,5257,25820,59139,4530,21102,45593,6323,19050,73986,10229,30459,98618,10663,23151
174,248577,32947,41857,141209,22585,44502,130933,9832,39555,76649,8685,23852,75689,6810,25655,110135,9667,45789,100112,6626,27946,101813,5719,27063,58485,4623,21663,44733,6665,19568,73503,10176,30994,98409,9589,24434
175,247757,32871,42754,141473,21743,45080,130206,10585,39529,76839,8828,23519,76240,6951,24964,110081,9407,46103,100961,7083,26640,102484,5447,26663,57938,4866,21967,45668,6340,18958,74094,10282,30298,99801,10135,22496
176,247287,32433,43662,142646,22171,43478,131008,10189,39123,76937,8716,23533,75942,7272,24940,110650,9612,45330,100120,7127,27437,102144,5672,26779,58808,4432,21531,45810,6046,19110,73617,10334,30723,98174,9733,24525
177,247094,33590,42697,141927,21878,44491,131184,9861,39275,77730,8597,22859,75418,6639,26096,110855,9127,45609,100532,6578,27574,102872,5310,26412,59382,4205,21184,45160,6194,19612,73377,10604,30692,99224,10079,23128
178,248014,32743,42625,141650,21572,45075,130721,10573,39026,77158,8642,23386,76489,6473,25193,111246,9514,44831,99220,6970,28494,102427,5594,26574,58765,4493,21513,46039,6249,18678,73640,10179,30854,99059,9771,23602
179,248608,32539,42235,142862,21969,43465,129817,9828,40675,77230,8858,23098,74558,7084,26513,110409,9590,45592,100324,7002,27358,101445,5527,27622,58694,4591,21486,45624,6478,18864,74514,9742,30417,98506,10360,23566
180,247603,32417,43362,141054,22097,45145,129670,10319,40331,77926,8315,22945,75675,7111,25368,110553,9388,45649,99870,6747,28067,101695,5335,27564,59140,4657,20974,44882,6219,19865,74293,10871,29509,98926,9809,23696
181,247509,32518,43355,142467,22331,43499,130497,9828,39995,77220,8801,23164,75787,7149,25218,111469,9185,44937,100288,6801,27594,101405,5516,27673,58742,4304,21725,45028,6459,19479,73355,10878,30440,99279,9952,23201
182,248329,32331,42723,141701,21556,45039,130988,10268,39065,76933,8776,23477,75298,7463,25393,110833,9812,44946,100068,6889,27727,102411,5358,26825,58157,4616,21999,45515,6045,19406,74401,10366,29907,99200,10432,22800
183,248466,31736,43180,143098,21216,43982,131214,9736,39370,77095,8954,23137,75400,7094,25661,110435,8897,46258,101205,6732,26748,102161,5441,26992,58050,4680,22042,45334,6024,19608,73649,10510,30514,98366,10988,23077
184,247566,34411,41405,142034,21644,44617,130817,10249,39254,77037,9105,23044,75904,6614,25635,110860,9262,45469,98721,7509,28454,102738,5484,26373,59111,4644,21016,45398,6403,19165,74464,10204,30005,99314,9888,23230
185,245323,34847,43212,143068,22436,42792,131425,10201,38694,77140,9306,22740,75878,6876,25401,111461,8958,45172,101586,6921,26177,102408,5669,26517,58313,4483,21974,45426,6105,19435,73786,10373,30514,98786,10762,22884
186,248723,32049,42611,142669,22041,43585,131440,10005,38874,76801,9075,23310,75211,7201,25742,109367,9764,46459,100162,6322,28200,102940,5527,26127,57804,4757,22210,46073,6255,18638,74471,9753,30450,99375,10164,22893
187,247229,33164,42989,142525,22233,43537,131893,9884,38543,77165,9053,22967,75562,6808,25784,110047,9321,46223,100918,6208,27558,102238,5511,26845,58392,4645,21735,45465,5886,19614,73841,9817,31014,98788,10221,23422
188,247458,33169,42755,143080,21102,44114,132210,9754,38357,76929,9048,23208,76031,6725,25398,109889,9532,46169,100090,7624,26969,102638,5498,26458,58356,4646,21770,45582,6112,19272,74158,10649,29866,98857,10167,23407
189,247691,33412,42279,142493,21497,44306,130171,9810,40339,77783,8835,22568,76036,7057,25061,110265,9545,45781,100463,7260,26961,101377,5432,27785,58600,4837,21334,45431,6447,19089,74617,10118,29938,99014,10553,22865
190,248614,33032,41736,141682,21862,44752,130477,10128,39715,76990,8472,23723,75279,6470,26405,109784,9207,46600,99777,6589,28318,102691,5557,26346,58743,4557,21471,45367,6591,19008,74237,10459,29977,99049,10402,22981
191,246708,33522,43152,142544,21627,44126,130411,10176,39733,77516,8711,22959,75720,7133,25300,111051,9413,45126,98403,7188,29093,102794,5503,26296,58958,4489,21325,45521,6139,19306,74644,9906,30123,99433,10039,22960
192,247569,33837,41976,142860,21366,44069,131777,9797,38747,77658,8666,22862,75311,6901,25942,110658,9998,44935,98849,7269,28566,102454,5711,26429,57382,4719,22670,45786,6354,18825,74525,10379,29769,99348,9800,23284
193,248268,33609,41505,141992,22453,43851,131338,9873,39110,76638,9166,23382,75354,6912,25889,110367,9506,45718,100232,6753,27699,102355,5896,26343,58078,4831,21862,45548,6197,19221,73976,10234,30464,99430,10054,22949
194,248353,32611,42418,143266,22007,43023,130282,10205,39833,77681,8670,22835,75518,7146,25489,110308,8454,46829,100126,7156,27402,102771,5285,26538,58894,4717,21160,45669,6210,19087,73559,10019,31095,98950,10064,23418
195,246596,33370,43416,141973,22494,43829,132059,9367,38893,77654,8726,22806,76450,7115,24589,110605,9136,45849,99692,6881,28112,101570,5786,27239,57947,4507,22317,45123,6245,19597,73380,10666,30627,98752,10156,23524
196,247855,32135,43392,143046,21653,43597,130237,10769,39314,77019,8760,23407,75042,7223,25888,109634,9694,46263,99778,7394,27512,102340,5226,27028,58355,4853,21563,45009,6386,19571,73578,10528,30568,99108,9784,23540
197,248227,33244,41912,142298,21503,44495,130997,9903,39420,77891,8759,22535,76872,6720,24562,110650,9588,45353,99077,7747,27860,102830,5453,26311,58907,4755,21109,45408,6354,19205,74142,10623,29909,97792,10531,24109
198,248344,32889,42149,142908,20575,44813,131295,9477,39548,77214,8913,23059,76156,6786,25212,109786,9666,46139,99156,7151,28377,102961,5596,26037,58620,4701,21450,45192,6282,19492,74086,9781,30806,98273,10887,23273
199,248382,32458,42542,142265,22528,43504,130004,10306,40010,77447,8796,22943,75530,7095,25529,110322,9481,45787,99217,7437,28030,102948,5631,26015,58893,4454,21424,45348,6354,19264,74454,10144,30076,98839,10329,23264
200,248494,32335,42553,141597,21954,44745,130255,10491,39574,77504,8900,22782,75846,7103,25204,110688,9350,45553,98401,7316,28966,102700,5412,26482,58553,4461,21756,45166,6196,19605,74480,9680,30513,98907,10744,22781
201,247505,33606,42271,141420,22249,44627,131622,10091,38607,77272,9072,22842,75351,7041,25762,110615,9446,45530,99968,7222,27494,101940,5833,26822,59065,4614,21091,45187,6268,19512,73638,10410,30625,98747,11210,22476
202,247575,32059,43748,141359,22306,44631,130992,9550,39778,77975,8316,22895,75245,6977,25932,111134,9692,44764,99874,6963,27848,102123,5196,27275,58908,4344,21519,45780,6472,18715,74669,9794,30210,99128,10223,23081
203,247130,33977,42275,142608,20931,44756,131743,9600,38977,77401,8810,22975,76002,6931,25221,110101,9565,45925,100701,7236,26748,103119,4970,26504,58450,4449,21871,45454,6643,18869,74269,9654,30750,98938,10595,22898
204,248990,32510,41881,142726,22142,43428,131071,9919,39329,77778,8330,23078,75089,6913,26152,109986,9934,45671,99402,7154,28127,102461,5431,26703,57836,5024,21910,45014,6733,19219,73589,10641,30443,99049,9906,23476
